Feature,Duration,ATE,Type
Radial Distance from Sun,190,-0.0632495031433587,IBS_R
Electronic Box Temperature,190,44.3501605811632,IBS_R
Search Coil Magnetometer's Temperature,190,-11.05390273377209,IBS_R
Solar Array's Angle,190,65.175781654666,IBS_R
High Gain Antenna Azimuth,190,-16.023420543783107,IBS_R
Heater Dutycycle,190,1.7140916946968645,IBS_R
2.5V_PCU_ELB,200,-15.44544526091672,IBS_R
Radial Distance from Sun,200,-0.0622237699457716,IBS_R
Electronic Box Temperature,200,23.18407337459977,IBS_R
Search Coil Magnetometer's Temperature,200,-10.867276703549576,IBS_R
Solar Array's Angle,200,15.167929127299145,IBS_R
High Gain Antenna Azimuth,200,-59.16086315790569,IBS_R
Heater Dutycycle,200,-45.027264207771694,IBS_R
2.5V_PCU_ELB,210,22.13654550892113,IBS_R
Radial Distance from Sun,210,-0.0610679930404918,IBS_R
Electronic Box Temperature,210,-36.32271221379413,IBS_R
Search Coil Magnetometer's Temperature,210,-59.19532908023949,IBS_R
Solar Array's Angle,210,50.55018278174082,IBS_R
High Gain Antenna Azimuth,210,23.2799223873861,IBS_R
Heater Dutycycle,210,0.0820794769391383,IBS_R
2.5V_PCU_ELB,220,-22.16637131161593,IBS_R
Radial Distance from Sun,220,-0.0600009271428135,IBS_R
Electronic Box Temperature,220,65.30246207179351,IBS_R
Search Coil Magnetometer's Temperature,220,-49.29151323455047,IBS_R
Solar Array's Angle,220,-34.460147125793256,IBS_R
High Gain Antenna Azimuth,220,5.104100466643085,IBS_R
Heater Dutycycle,220,-16.421121985539884,IBS_R
2.5V_PCU_ELB,230,7.800599504850959,IBS_R
Radial Distance from Sun,230,-0.0591459847647748,IBS_R
Electronic Box Temperature,230,-21.55312351442835,IBS_R
Search Coil Magnetometer's Temperature,230,-32.702217211750195,IBS_R
Solar Array's Angle,230,0.1428248793291369,IBS_R
High Gain Antenna Azimuth,230,-92.756170212915,IBS_R
Heater Dutycycle,230,-67.3517718662875,IBS_R
2.5V_PCU_ELB,240,-5.258437260756717,IBS_R
Radial Distance from Sun,240,-0.0583360623377661,IBS_R
Electronic Box Temperature,240,65.54022469199059,IBS_R
Search Coil Magnetometer's Temperature,240,97.8298472936298,IBS_R
Solar Array's Angle,240,-37.26193610373326,IBS_R
High Gain Antenna Azimuth,240,-9.830558954359804,IBS_R
Heater Dutycycle,240,9.92733295316102,IBS_R
2.5V_PCU_ELB,10,14.219055717092637,IBS_T
Radial Distance from Sun,10,-0.0244173336235282,IBS_T
Electronic Box Temperature,10,57.52137570311568,IBS_T
Search Coil Magnetometer's Temperature,10,86.09920943989572,IBS_T
Solar Array's Angle,10,-68.65418016470977,IBS_T
High Gain Antenna Azimuth,10,-94.66987881978407,IBS_T
Heater Dutycycle,10,-23.375627153266528,IBS_T
2.5V_PCU_ELB,20,-17.637031720485,IBS_T
Radial Distance from Sun,20,-0.0285493368236105,IBS_T
Electronic Box Temperature,20,14.510596873786948,IBS_T
